0.9996,0.0,0.407,0.0,0.0019,0.0079,0.2996,0.2709,0.0,0.3792,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.4311,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.0527,0.629,0.0,0.0,0.0,0.0,0.0,0.3432,0.4456,0.0,0.0,0.003,0.0
0.0,1.0,0.0,0.0,0.0,0.0272,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5952,0.0,1.0,0.0,0.0,0.866,0.5872,0.0,0.181,0.5397,0.0466,0.0688,0.2992,0.3326,0.0,0.0,0.0,0.0006,0.4283,0.0049,0.0,0.0001,0.0,0.0007,0.0139,0.0011,0.3098,0.5899,0.0,0.0204,0.0,0.0,0.0012,0.0,0.811,0.7673,0.5575,0.5303,0.0,0.5352,0.0001,0.0207,0.3724,0.9796,0.7625,0.6442,0.3379,0.0
0.3699,0.0003,0.0,1.0,0.0,0.8769,0.1475,0.2977,0.2195,0.5735,0.0227,0.0685,0.3406,0.3738,0.0,0.0,0.0,0.0017,0.4672,0.0452,0.0002,0.001,0.0007,0.0012,0.115,0.0015,0.1021,0.6207,0.0,0.0382,0.0,0.0,0.0029,0.0001,0.8262,0.7859,0.5673,0.5646,0.0,0.5692,0.0359,0.234,0.4129,0.9812,0.5043,0.6634,0.7874,0.0
0.5492,0.0,0.0,0.0,1.0,0.8953,0.672,0.3764,0.297,0.6325,0.0719,0.3408,0.4183,0.45,0.0,0.0,0.0,0.0077,0.5368,0.064,0.0017,0.0066,0.0037,0.0074,0.0552,0.007,0.0909,0.6743,0.0,0.1004,0.0,0.0,0.0115,0.0012,0.8521,0.8176,0.627,0.6246,0.0,0.6287,0.0563,0.2482,0.4867,0.9841,0.5706,0.7117,0.2074,0.0
0.0,0.2749,0.8825,0.8904,0.9079,1.0,0.9209,0.8356,0.8067,0.9107,0.6729,0.0412,0.8494,0.8593,0.0,0.7223,0.2822,0.5319,0.8848,0.4774,0.4269,0.4823,0.438,0.0,0.6529,0.0006,0.7446,0.9215,0.1282,0.628,0.2336,0.3347,0.5531,0.447,0.9651,0.9568,0.9889,0.9086,0.0,0.9097,0.7258,0.0,0.8704,0.9963,0.0001,0.0,0.9035,0.0
0.3604,0.763,0.6493,0.6717,0.7219,0.9243,1.0,0.0002,0.4516,0.73,0.194,0.274,0.5591,0.5856,0.0,0.5709,0.2476,0.0545,0.6558,0.1136,0.0145,0.0306,0.017,0.0361,0.1665,0.0515,0.3162,0.7616,0.0,0.1361,0.0002,0.003,0.068,0.0193,0.8929,0.8678,0.7258,0.7239,0.0,0.7271,0.08,0.2398,0.6157,0.9885,0.6823,0.7896,0.9959,0.0
0.0437,0.0,0.3518,0.3855,0.4662,0.8458,0.5315,1.0,0.1232,0.4797,0.0023,0.0069,0.2316,0.2642,0.0,0.3417,0.0,0.0001,0.3614,0.0012,0.0,0.0,0.0,0.0,0.0046,0.0001,0.0854,0.5345,0.0,0.0023,0.0,0.0,0.0002,0.0,0.7828,0.7332,0.4925,0.4696,0.0,0.4749,0.0,0.0001,0.304,0.9764,0.4019,0.5849,0.4452,0.0
0.0335,0.1579,0.7104,0.298,0.3822,0.8156,0.4531,0.117,1.0,0.3967,0.0253,0.0016,0.1435,0.1806,0.0005,0.0,0.0,0.0,0.2737,0.0001,0.0,0.0,0.0,0.0,0.0015,0.0,0.029,0.4564,0.0,0.0003,0.0,0.0,0.0,0.0,0.741,0.6827,0.3891,0.3858,0.0,0.3915,0.0,0.0,0.2173,0.9717,0.3148,0.5124,0.0,0.0
0.3023,0.0,0.6167,0.6409,0.6952,0.9168,0.7366,0.4822,0.4073,1.0,0.0001,0.2286,0.5202,0.5484,0.3442,0.2288,0.0,0.0343,0.6237,0.1889,0.0454,0.0173,0.0178,0.0211,0.1278,0.0321,0.2699,0.7384,0.0,0.1009,0.0001,0.0011,0.0446,0.01,0.8822,0.8546,0.6995,0.6975,0.0,0.7009,0.3131,0.8057,0.5806,0.9873,0.6523,0.769,0.6815,0.0
0.0,0.0,0.0312,0.0821,0.1443,0.6969,0.2101,0.0016,0.1339,0.0,1.0,0.0,0.0037,0.0131,0.0,0.0002,0.0,0.0,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134,0.0,0.0,0.0,0.0,0.0,0.0,0.5809,0.4946,0.2087,0.0825,0.0,0.2159,0.0,0.0,0.0123,0.9528,0.0576,0.2738,0.8263,0.0
0.0,0.0,0.049,0.174,0.1382,0.049,0.203,0.0038,0.0009,0.1505,0.0,1.0,0.0352,0.0231,0.0,0.0001,0.0,0.0,0.0633,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0001,0.4182,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.4879,0.598,0.0,0.0,0.0,0.1703,0.0,0.0257,0.9521,0.0951,0.2663,0.0846,0.0
0.0632,0.0,0.3961,0.4289,0.5065,0.8593,0.5685,0.2334,0.16,0.5195,0.018,0.0158,1.0,0.3088,0.0008,0.0787,0.0,0.0012,0.4054,0.0031,0.0,0.0001,0.0,0.0003,0.0098,0.0003,0.132,0.5713,0.0,0.0054,0.0,0.0,0.0007,0.0,0.8016,0.756,0.524,0.2205,0.0,0.5148,0.0001,0.0002,0.3488,0.9785,0.4619,0.6185,0.4865,0.0
0.1132,0.0,0.4276,0.4597,0.5347,0.8684,0.594,0.2654,0.1891,0.5471,0.006,0.0267,0.3081,1.0,0.0018,0.0565,0.0,0.0,0.4368,0.0058,0.0,0.0038,0.0,0.0005,0.0361,0.0007,0.0804,0.5967,0.0,0.0,0.0,0.0,0.0015,0.0,0.122,0.6072,0.5406,0.5378,0.0,0.5427,0.3782,0.005,0.0,0.9799,0.4751,0.6416,0.5154,0.0
0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0771,0.0003,0.0001,0.0,0.0001,0.0,0.0,0.0,0.8783,0.0,0.0046,0.0005,0.0
0.0,0.0,0.0,0.0,0.0,0.2864,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.1306,0.0615,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.8713,0.0,0.0027,0.0,0.0
0.0,0.0,0.0,0.0,0.0332,0.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564,0.0116,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.838,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.844,0.0,0.0378,0.0,0.0
0.0001,0.1968,0.0182,0.0277,0.0645,0.6218,0.1125,0.0009,0.0001,0.073,0.0,0.0,0.0024,0.0006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5029,0.0684,0.0666,0.0,0.0699,0.009,0.0,0.4202,0.9403,0.0334,0.1657,0.0528,0.0
0.0,0.0,0.0013,0.0038,0.0083,0.4811,0.0234,0.0,0.0,0.0169,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.338,1.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.6014,0.2167,0.0867,0.0,0.0,0.0,0.0,0.0,0.0,0.9148,0.0691,0.0477,0.008,0.0
0.0,0.0,0.0,0.0001,0.0002,0.3548,0.0029,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.1896,0.1047,0.0002,0.0011,0.0,0.0,0.0,0.0,0.0,0.8882,0.4402,0.0039,0.0001,0.0
0.0,0.0007,0.0,0.0001,0.0015,0.4031,0.0071,0.0,0.0,0.0007,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2411,0.0,0.0186,0.0001,0.0,0.0001,0.0,0.0,0.0,0.8989,0.0035,0.0,0.0001,0.0
0.0,0.0,0.0,0.0,0.0,0.1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105,0.2801,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654,0.0,0.0,0.0,0.0
